transaction_id,ts,user_id,country,city,product_id,category,subcategory,unit_price,qty,discount_code,payment_type,device,channel,referrer,is_return,return_date,status,notes
OxIjTvkyCvsY,2025-10-10 07:45:54,1521,CA,Toronto,1097,Maison,Décoration,27.95,5,,paypal,desktop,app,newsletter,0,,paid,
DQDwPd1nC4eP,2025-09-13 17:38:55,1460,CA,Québec,1266,Beauté,Maquillage,55.49,2,WELCOME10,paypal,mobile,app,friend,0,,paid,
ONVa3GLLGE9j,2025-09-10 07:49:47,1689,MA,Casablanca,1245,Beauté,Soins,20.75,1,BLACKFRIDAY,interac,tablet,web,google,0,,paid,
hZ26IEh9DgoZ,2025-07-24 17:20:10,1933,FR,Toulouse,1254,Beauté,Soins,11.48,1,ÉTÉ2025,paypal,desktop,web,direct,0,,pending,
39AGgf3ZnTbx,2025-09-28 18:08:01,1862,FR,Marseille,1234,Sport,Randonnée,71.66,1,ÉTÉ2025,interac,mobile,app,tiktok,0,,paid,⚠️ Douanes: formulaire requis
ekQi29gIW7Rv,2025-09-10 14:10:45,491,US,San Francisco,1108,Maison,Literie,27.9,1,,card,mobile,web,tiktok,0,,pending,
0bfgTlx5DKPB,2025-08-24 22:58:39,1277,US,New York,1239,Sport,Randonnée,37.57,1,BLACKFRIDAY,card,mobile,web,newsletter,0,,paid,
01ofcOBiqrbR,2025-08-23 00:11:34,262,MA,Rabat,1266,Beauté,Maquillage,55.49,1,,interac,desktop,app,google,0,,pending,
HcAevyQ81iQA,2025-09-09 16:17:10,1618,US,San Francisco,1022,Électronique,Écouteurs,25.37,1,BLACKFRIDAY,card,mobile,app,friend,0,,paid,
6K5XN6EwINOM,2025-07-29 13:06:08,904,MA,Marrakech,1142,Mode,Vêtements,10.98,1,,crypto,tablet,web,google,0,,paid,
bpbWXBxb79iP,2025-07-27 15:12:16,393,FR,Paris,1055,Électronique,Tablettes,39.08,1,ÉTÉ2025,card,tablet,web,newsletter,0,,paid,
3ZWnoAF8Dfd8,2025-10-07 14:14:44,1262,US,Seattle,1238,Sport,Randonnée,17.62,-2,,paypal,mobile,boutique,friend,1,2025-11-04,paid,
M4Oy1aKmIdpt,2025-08-29 12:24:00,1892,US,Boston,1286,Beauté,Cheveux,22.74,5,,interac,desktop,app,tiktok,0,,pending,"Promo appliquée, vérifier le cumul"
B5PzuOdP3jf4,2025-09-24 06:35:17,13,DE,Hamburg,1084,Maison,Décoration,16.37,2,,crypto,mobile,web,friend,0,,paid,
qwaNxlb1WoSO,2025-09-11 05:34:22,663,MA,Casablanca,1193,Sport,Fitness,13.16,1,WELCOME10,interac,tablet,marketplace,newsletter,0,,failed,
jQsAtZdmzZOp,2025-09-07 19:54:49,1858,MA,Marrakech,1141,Mode,Vêtements,47.16,3,WELCOME10,card,mobile,app,tiktok,0,,paid,
zDHgCppf00PZ,2025-08-31 21:57:59,624,FR,Marseille,1097,Maison,Décoration,27.95,2,,interac,mobile,boutique,google,0,,pending,
WdVvmVxdRzQM,2025-09-23 05:06:48,261,FR,Marseille,1162,Mode,Accessoires,43.79,5,WELCOME10,crypto,mobile,web,direct,0,,paid,
hQf2vulvOSSP,2025-08-04 22:54:27,88,US,New York,1000,Électronique,Téléphones,31.45,1,ÉTÉ2025,interac,tablet,web,instagram,0,,paid,"Paiement réessayé, ok"
b5qs6YuKBooP,2025-08-26 16:06:07,1908,CA,Gatineau,1171,Mode,Accessoires,16.32,2,WELCOME10,crypto,desktop,boutique,direct,0,,paid,
fINhHyNGr0ru,2025-08-04 20:37:08,90,FR,Marseille,1040,Électronique,Tablettes,35.49,3,ÉTÉ2025,paypal,desktop,app,direct,0,,refunded,
jVG3krloimKN,2025-07-04 21:34:57,1635,CA,Gatineau,1097,Maison,Décoration,27.95,1,,crypto,desktop,app,google,0,,paid,
SW0fIQj7ZHQA,2025-07-28 04:19:49,1073,US,Boston,1109,Maison,Literie,23.64,1,,crypto,mobile,web,direct,0,,paid,
NskPlZLbm4xm,2025-09-12 12:24:13,1943,MA,Rabat,1191,Sport,Fitness,37.64,1,ÉTÉ2025,interac,mobile,web,friend,0,,paid,
n1tQdirIBqwy,2025-09-03 18:39:20,530,FR,Marseille,1181,Sport,Fitness,15.98,1,,crypto,mobile,boutique,instagram,0,,paid,
6gXiRXlG1seS,2025-07-13 22:53:17,1583,CA,Ottawa,1127,Mode,Chaussures,18.48,1,ÉTÉ2025,card,mobile,web,newsletter,0,,paid,
EX2wdGUCNjml,2025-09-12 21:53:07,1820,US,Seattle,1293,Beauté,Cheveux,37.52,1,,card,mobile,app,friend,0,,paid,
8rOrz1KUjxE1,2025-08-16 04:34:40,749,CA,Québec,1015,Électronique,Téléphones,18.52,1,ÉTÉ2025,card,tablet,app,direct,0,,paid,
blcBlwoze4fD,2025-08-01 16:12:29,465,US,New York,1216,Sport,Cyclisme,16.67,2,STUDENT,crypto,mobile,web,direct,0,,failed,
cgAL0DiMvJc0,2025-07-30 04:25:31,155,FR,Marseille,1234,Sport,Randonnée,71.66,1,ÉTÉ2025,card,mobile,app,google,0,,paid,
xj2fa5RKrQXD,2025-08-23 05:44:23,1134,US,Boston,1020,Électronique,Écouteurs,51.05,2,BLACKFRIDAY,card,mobile,boutique,newsletter,0,,paid,
VrcTyPgkxF77,2025-07-28 19:13:25,1767,US,Boston,1008,Électronique,Téléphones,19.4,1,,crypto,mobile,app,google,0,,paid,
dEM8a6ENnzYK,2025-07-12 03:37:21,691,US,New York,1096,Maison,Décoration,28.45,3,ÉTÉ2025,crypto,desktop,boutique,instagram,0,,paid,"Adresse incomplète, revoir 📦"
fr8taoFJju05,2025-10-09 21:35:15,602,US,Boston,1296,Beauté,Cheveux,38.47,1,,card,mobile,app,instagram,0,,paid,
g7WeKftg3eOd,2025-09-29 19:14:25,605,US,Boston,1145,Mode,Vêtements,36.27,1,,paypal,mobile,web,friend,0,,paid,
1Nt7QCVjeMM7,2025-09-09 03:55:24,566,CA,Montréal,1032,Électronique,Écouteurs,24.37,2,,card,mobile,web,direct,0,,paid,
5vliOeT8fGxC,2025-10-13 19:39:43,1317,DE,Berlin,1177,Mode,Accessoires,50.74,3,,paypal,mobile,marketplace,direct,0,,paid,
36AvWsFskbvq,2025-08-18 17:44:52,307,FR,Marseille,1189,Sport,Fitness,11.5,1,,paypal,mobile,web,friend,0,,paid,
bVIbwQEYw6G4,2025-09-09 21:57:22,279,CA,Vancouver,1104,Maison,Literie,22.63,2,WELCOME10,card,mobile,app,instagram,0,,paid,
EKLieAqRyEec,2025-09-25 20:52:06,551,DE,Hamburg,1288,Beauté,Cheveux,28.23,5,,interac,tablet,web,friend,0,,paid,
c9jA8SFCfj9Z,2025-09-14 13:16:23,1949,DE,Munich,1038,Électronique,Écouteurs,12.63,1,STUDENT,crypto,mobile,boutique,tiktok,0,,paid,
2xpgf8xZZy3A,2025-10-01 10:46:53,1155,US,San Francisco,1190,Sport,Fitness,19.62,1,,card,desktop,marketplace,tiktok,0,,paid,
kIBk07HEAzTW,2025-08-30 11:02:53,384,MA,Marrakech,1210,Sport,Cyclisme,32.64,2,,interac,mobile,web,tiktok,0,,paid,
EB0qfLb584Ha,2025-07-09 18:37:50,1537,FR,Toulouse,1140,Mode,Vêtements,27.49,1,,paypal,desktop,boutique,tiktok,0,,paid,
vJmqDuCI0nrF,2025-08-12 01:47:44,197,CA,Ottawa,1200,Sport,Cyclisme,29.34,1,,interac,mobile,app,friend,0,,paid,"Client a dit: ""excellent, merci !"""
FJGkm6Tw9znf,2025-07-27 12:03:28,899,MA,Rabat,1133,Mode,Chaussures,31.09,3,,crypto,tablet,app,newsletter,0,,pending,
XDxDkZafHADI,2025-09-23 02:26:06,726,US,New York,1115,Maison,Literie,28.52,3,STUDENT,interac,mobile,app,tiktok,0,,paid,"Adresse incomplète, revoir 📦"
naxvLHLzaK0V,2025-10-01 22:18:24,1762,FR,Lyon,1158,Mode,Vêtements,13.52,1,,card,desktop,app,instagram,0,,paid,
gwDMIBQzrLnY,2025-09-29 14:06:12,452,DE,Munich,1206,Sport,Cyclisme,31.74,2,BLACKFRIDAY,paypal,desktop,boutique,direct,0,,paid,"Promo appliquée, vérifier le cumul"
NdjIs9hVLXnG,2025-08-31 14:21:11,1978,CA,Toronto,1055,Électronique,Tablettes,39.08,5,ÉTÉ2025,crypto,mobile,marketplace,direct,0,,paid,"Paiement réessayé, ok"
6uMFWPC3ITyI,2025-07-24 11:30:29,658,FR,Marseille,1289,Beauté,Cheveux,17.97,1,,paypal,desktop,marketplace,friend,0,,paid,
DYyFLictYNk4,2025-07-22 22:15:13,1800,CA,Vancouver,1261,Beauté,Maquillage,23.81,1,ÉTÉ2025,crypto,mobile,web,direct,0,,paid,
HbbG5LhzgFM3,2025-08-16 13:09:10,1507,CA,Québec,1045,Électronique,Tablettes,17.12,1,STUDENT,paypal,mobile,web,google,0,,paid,
RN3OgamWFMxC,2025-07-09 23:53:15,585,DE,Hamburg,1062,Maison,Cuisine,14.11,3,,card,desktop,app,direct,0,,paid,
H66LoS51JhEp,2025-10-06 14:01:46,827,DE,Munich,1119,Maison,Literie,35.73,3,,crypto,mobile,marketplace,tiktok,0,,paid,"Nom cont… ""Dupont, Jean"""
ZT2FNwzOqddN,2025-07-12 11:35:33,1246,CA,Ottawa,1055,Électronique,Tablettes,39.08,5,,crypto,desktop,app,friend,0,,pending,
kcFKsZN7vblu,2025-08-04 10:39:06,1244,MA,Casablanca,1071,Maison,Cuisine,52.93,3,,paypal,mobile,app,instagram,0,,paid,
lhnuyRiK83fE,2025-07-11 19:23:24,682,CA,Québec,1090,Maison,Décoration,25.75,1,STUDENT,paypal,mobile,app,google,0,,pending,"Livraison express, signature exigée"
PonPWF1XSGrX,2025-07-16 03:42:45,1255,MA,Rabat,1054,Électronique,Tablettes,41.08,1,,card,mobile,web,friend,0,,paid,
ptafkVOu9zdB,2025-09-09 22:27:56,516,CA,Toronto,1069,Maison,Cuisine,17.77,3,,interac,mobile,app,newsletter,0,,paid,
PCKsXtw9ey3f,2025-08-08 15:04:05,1893,FR,Toulouse,1198,Sport,Fitness,25.26,1,BLACKFRIDAY,crypto,mobile,boutique,google,0,,refunded,
gJcPtsPhjZr7,2025-07-11 07:36:41,1359,MA,Rabat,1136,Mode,Chaussures,16.58,5,,crypto,desktop,app,friend,0,,paid,"Paiement réessayé, ok"
jq3XoB1YWGCU,2025-10-02 13:16:24,815,MA,Rabat,1074,Maison,Cuisine,6.62,1,,paypal,desktop,boutique,friend,0,,paid,
QjzAfsnKZbm7,2025-07-31 02:59:06,731,CA,Vancouver,1160,Mode,Accessoires,15.07,3,WELCOME10,interac,mobile,web,google,0,,paid,
aVR7eYLNmdOm,2025-07-11 20:28:40,1235,DE,Berlin,1248,Beauté,Soins,59.31,2,,card,tablet,web,direct,0,,paid,
JKr0TP1XQkDR,2025-07-08 23:27:28,1947,FR,Marseille,1216,Sport,Cyclisme,16.67,5,WELCOME10,interac,mobile,web,newsletter,0,,paid,
BxJLr3qzBSfI,2025-07-03 06:40:16,1649,CA,Ottawa,1207,Sport,Cyclisme,31.72,1,,paypal,tablet,web,tiktok,0,,paid,
bBV2oiAueiuI,2025-08-28 14:41:58,785,MA,Marrakech,1297,Beauté,Cheveux,28.61,1,,card,mobile,web,direct,0,,paid,
X2m8nuKSmBa2,2025-07-11 15:26:48,1981,US,Boston,1060,Maison,Cuisine,19.31,2,STUDENT,card,mobile,web,direct,0,,pending,
ZfcSWgti6kD5,2025-10-03 22:58:01,22,MA,Casablanca,1062,Maison,Cuisine,14.11,1,BLACKFRIDAY,interac,mobile,web,direct,0,,paid,
tgw3jDu3lwkH,2025-09-05 21:40:11,974,US,Boston,1198,Sport,Fitness,25.26,1,,paypal,mobile,web,friend,0,,paid,
7ZszwufPjod9,2025-09-14 20:02:24,874,DE,Munich,1269,Beauté,Maquillage,26.19,2,WELCOME10,paypal,mobile,app,google,0,,paid,
iF3jk5Gz8N2T,2025-10-01 03:30:43,981,MA,Rabat,1025,Électronique,Écouteurs,25.93,5,WELCOME10,crypto,mobile,web,friend,0,,paid,⚠️ Douanes: formulaire requis
cxFkYxTGGD87,2025-08-25 13:25:06,95,FR,Paris,1086,Maison,Décoration,38.77,1,,paypal,mobile,app,google,0,,paid,
efmSLXlMJjBk,2025-07-28 19:47:25,1534,US,Boston,1129,Mode,Chaussures,19.07,1,,crypto,tablet,marketplace,tiktok,0,,paid,
X28z2R2StvZ3,2025-07-22 13:03:25,1555,CA,Québec,1098,Maison,Décoration,24.6,1,,interac,desktop,app,direct,0,,paid,"Livraison express, signature exigée"
stnXRj4pgpK8,2025-08-11 15:18:41,1059,FR,Toulouse,1251,Beauté,Soins,38.82,1,STUDENT,crypto,desktop,web,instagram,0,,paid,
tHZJ3yYtBy5Y,2025-08-31 02:23:53,1695,FR,Paris,1057,Électronique,Tablettes,21.02,3,,crypto,mobile,web,direct,0,,paid,
Ntv0juWyklL9,2025-07-15 10:28:28,603,MA,Casablanca,1086,Maison,Décoration,38.77,1,,crypto,mobile,app,instagram,0,,pending,
HCitvZbq54bp,2025-08-11 18:07:15,1499,US,San Francisco,1127,Mode,Chaussures,18.48,2,,paypal,mobile,web,direct,0,,paid,
ffBijTG9saoW,2025-07-27 08:44:24,70,DE,Munich,1040,Électronique,Tablettes,35.49,1,ÉTÉ2025,crypto,mobile,web,instagram,0,,paid,⚠️ Douanes: formulaire requis
11NcXeLc4fcg,2025-07-21 13:09:30,475,FR,Paris,1132,Mode,Chaussures,14.42,3,,card,mobile,app,direct,0,,paid,"Nom cont… ""Dupont, Jean"""
32Liwph8uayg,2025-08-18 14:35:59,1814,MA,Casablanca,1299,Beauté,Cheveux,33.61,1,,crypto,mobile,web,tiktok,0,,paid,
BOJC9QQEUB6e,2025-07-03 18:57:14,1447,DE,Berlin,1285,Beauté,Cheveux,9.24,1,,interac,mobile,web,friend,0,,paid,
QpZwRtzR6hTA,2025-09-08 03:41:50,635,FR,Marseille,1230,Sport,Randonnée,17.03,2,,paypal,mobile,boutique,direct,0,,paid,
rffv1ELin1NU,2025-08-12 22:27:45,1060,MA,Rabat,1286,Beauté,Cheveux,22.74,2,,card,mobile,web,instagram,0,,paid,
KY6gob2I4ndZ,2025-10-11 17:23:05,1620,MA,Rabat,1044,Électronique,Tablettes,11.71,3,ÉTÉ2025,card,desktop,boutique,friend,0,,paid,
x482JbiI0GFK,2025-07-17 03:48:44,503,FR,Paris,1101,Maison,Literie,19.88,2,,card,desktop,web,instagram,0,,paid,
BMAOFWuQu9KJ,2025-07-01 19:18:04,953,FR,Paris,1268,Beauté,Maquillage,19.69,1,WELCOME10,paypal,desktop,app,instagram,0,,paid,
2PXg6xe9Qn7t,2025-08-30 02:37:29,384,MA,Casablanca,1184,Sport,Fitness,21.94,1,WELCOME10,crypto,desktop,boutique,google,0,,paid,
NrEAdYPLE4s6,2025-08-09 09:59:48,917,DE,Hamburg,1044,Électronique,Tablettes,11.71,1,,interac,mobile,web,google,0,,paid,
LNke6fL1cQS3,2025-09-12 04:32:04,1087,FR,Toulouse,1233,Sport,Randonnée,17.71,3,STUDENT,crypto,desktop,web,newsletter,0,,paid,"Adresse incomplète, revoir 📦"
USp2THpmBGmO,2025-07-07 19:26:08,388,US,San Francisco,1219,Sport,Cyclisme,25.56,1,ÉTÉ2025,paypal,mobile,app,direct,0,,paid,
b7xRPeZ1bwee,2025-09-09 13:15:13,1696,US,New York,1286,Beauté,Cheveux,22.74,1,STUDENT,card,mobile,boutique,instagram,0,,paid,
mQXkSS8hP92E,2025-07-06 16:12:03,1878,US,Seattle,1224,Sport,Randonnée,19.38,1,STUDENT,crypto,desktop,web,tiktok,0,,paid,
jl1tI5Brmht6,2025-09-16 08:13:29,896,US,Seattle,1063,Maison,Cuisine,13.49,1,,paypal,mobile,web,direct,0,,paid,"Adresse incomplète, revoir 📦"
wLiR0cO8lLID,2025-08-04 05:39:53,1801,DE,Berlin,1141,Mode,Vêtements,47.16,5,BLACKFRIDAY,interac,mobile,marketplace,direct,0,,paid,
0iBw5Rgxm3VF,2025-07-17 23:40:47,27,US,New York,1289,Beauté,Cheveux,17.97,1,WELCOME10,card,mobile,marketplace,direct,0,,paid,
30ZiL3wR7VOw,2025-07-03 07:01:16,1861,FR,Paris,1089,Maison,Décoration,31.71,1,,crypto,mobile,boutique,newsletter,0,,paid,
5jS0PX4ZqGuC,2025-09-01 00:55:50,320,FR,Marseille,1281,Beauté,Cheveux,34.16,2,,crypto,desktop,web,direct,0,,pending,"Adresse incomplète, revoir 📦"
tplPsr5geI77,2025-09-20 20:21:06,1445,FR,Toulouse,1193,Sport,Fitness,13.16,-1,,interac,mobile,boutique,newsletter,1,,pending,
Sz9NbPSPhEyh,2025-07-19 00:45:24,1503,DE,Munich,1261,Beauté,Maquillage,23.81,3,WELCOME10,interac,tablet,boutique,direct,0,,paid,
qHM5HfNfiukB,2025-07-24 19:26:45,1891,DE,Hamburg,1121,Mode,Chaussures,15.57,1,,interac,mobile,app,newsletter,0,,paid,
HtHZB9cdWchY,2025-09-19 14:47:12,287,CA,Montréal,1098,Maison,Décoration,24.6,-1,,interac,desktop,web,google,1,,pending,
AayQvHQFS5Ux,2025-08-27 04:52:38,1598,MA,Casablanca,1264,Beauté,Maquillage,21.62,1,WELCOME10,card,mobile,web,tiktok,0,,paid,
2PqO2LZzRPcc,2025-08-08 11:20:49,1045,CA,Gatineau,1079,Maison,Cuisine,9.08,2,,interac,desktop,web,friend,0,,pending,"Nom cont… ""Dupont, Jean"""
80N6Y9L2501p,2025-09-18 04:35:21,704,CA,Gatineau,1144,Mode,Vêtements,27.94,2,ÉTÉ2025,paypal,mobile,marketplace,google,0,,failed,"Nom cont… ""Dupont, Jean"""
hGtwR0kIcBZL,2025-09-12 06:05:48,1449,FR,Marseille,1126,Mode,Chaussures,14.95,-3,,card,mobile,boutique,tiktok,1,2025-09-15,paid,
lky9gKMGZreL,2025-09-24 18:05:02,339,FR,Marseille,1258,Beauté,Soins,30.63,2,,card,desktop,app,newsletter,0,,paid,
xsXkbPlTxrYW,2025-07-12 22:48:24,1797,CA,Gatineau,1020,Électronique,Écouteurs,51.05,1,WELCOME10,card,desktop,app,tiktok,0,,paid,
KdLu3y9dyySh,2025-10-07 18:25:11,1763,MA,Casablanca,1021,Électronique,Écouteurs,21.91,1,,paypal,mobile,web,newsletter,0,,paid,
ndeQ6cTJXmLv,2025-09-23 06:50:17,1581,MA,Casablanca,1015,Électronique,Téléphones,18.52,1,,interac,mobile,boutique,google,0,,paid,
4GNEDeYYn2qC,2025-08-14 15:32:33,557,CA,Toronto,1011,Électronique,Téléphones,19.44,1,BLACKFRIDAY,crypto,mobile,web,google,0,,paid,
cd7XFkTPBqbM,2025-07-12 14:19:38,1347,CA,Toronto,1159,Mode,Vêtements,34.07,2,BLACKFRIDAY,crypto,desktop,app,tiktok,0,,paid,"Promo appliquée, vérifier le cumul"
CnTehenVRFwn,2025-09-04 16:43:56,1266,FR,Toulouse,1254,Beauté,Soins,11.48,1,,interac,mobile,web,newsletter,0,,paid,
M47pEsRfAyfH,2025-07-28 08:59:12,562,DE,Berlin,1048,Électronique,Tablettes,29.13,1,BLACKFRIDAY,paypal,desktop,web,newsletter,0,,paid,⚠️ Douanes: formulaire requis
STEM9gsuMaSq,2025-09-17 06:56:30,718,CA,Montréal,1220,Sport,Randonnée,78.05,1,,paypal,desktop,web,newsletter,0,,failed,
3nrizppYUgDY,2025-07-22 11:45:20,186,US,New York,1253,Beauté,Soins,41.11,3,,interac,mobile,web,instagram,0,,paid,
SR3eHht412eG,2025-09-04 03:07:47,1590,FR,Marseille,1181,Sport,Fitness,15.98,3,,paypal,desktop,web,google,0,,paid,
EQkXG3QRhLrh,2025-10-13 09:06:52,1944,DE,Munich,1102,Maison,Literie,20.67,1,WELCOME10,crypto,mobile,web,direct,0,,paid,"Adresse incomplète, revoir 📦"
xIOzESBkJXnc,2025-07-22 15:18:08,384,FR,Toulouse,1099,Maison,Décoration,21.82,1,,paypal,mobile,app,newsletter,0,,paid,
OzuSzws3yBDN,2025-10-03 19:20:52,296,CA,Vancouver,1062,Maison,Cuisine,14.11,3,BLACKFRIDAY,crypto,mobile,web,direct,0,,paid,
qubJrgCzVnsj,2025-08-25 04:13:59,1249,MA,Rabat,1139,Mode,Chaussures,13.26,3,BLACKFRIDAY,interac,desktop,web,google,0,,paid,
N4vOEi8eiMaM,2025-08-12 16:02:26,1696,US,Boston,1005,Électronique,Téléphones,21.82,1,,crypto,desktop,web,newsletter,0,,refunded,
9xbfmi6U9nsf,2025-09-06 01:23:22,1103,US,Seattle,1252,Beauté,Soins,70.89,2,,interac,tablet,web,newsletter,0,,paid,
zWewNtgzGA5a,2025-09-26 05:27:28,662,CA,Québec,1269,Beauté,Maquillage,26.19,5,,crypto,desktop,web,friend,0,,paid,
G1glPSPjjah7,2025-09-27 15:08:27,1567,US,San Francisco,1219,Sport,Cyclisme,25.56,1,,interac,desktop,boutique,direct,0,,pending,
YYojmLVOkVEU,2025-07-29 10:49:10,157,DE,Hamburg,1152,Mode,Vêtements,17.46,1,,interac,desktop,web,tiktok,0,,paid,
2V9iQoxQfybJ,2025-08-21 12:19:30,1986,DE,Munich,1132,Mode,Chaussures,14.42,1,BLACKFRIDAY,interac,mobile,web,newsletter,0,,refunded,
MhgwQbYF9Ker,2025-09-12 05:59:01,1464,MA,Casablanca,1183,Sport,Fitness,31.23,5,,interac,mobile,app,friend,0,,pending,
K5KT5duOYouM,2025-09-08 01:32:58,836,US,Seattle,1226,Sport,Randonnée,25.33,1,STUDENT,paypal,mobile,web,google,0,,paid,"Adresse incomplète, revoir 📦"
wWT6spzaPAQh,2025-10-05 11:50:30,1289,US,New York,1194,Sport,Fitness,26.75,3,ÉTÉ2025,interac,mobile,app,newsletter,0,,paid,"Nom cont… ""Dupont, Jean"""
X3zuAo6Qn3lE,2025-08-22 04:15:11,198,FR,Paris,1151,Mode,Vêtements,29.17,3,WELCOME10,crypto,mobile,web,tiktok,0,,paid,
N8p0Z369nIW6,2025-07-27 04:04:22,1993,DE,Munich,1026,Électronique,Écouteurs,13.8,1,STUDENT,interac,desktop,web,newsletter,0,,paid,
hm8VaZDrkqSz,2025-08-16 05:46:18,1451,MA,Marrakech,1036,Électronique,Écouteurs,27.23,3,,card,desktop,marketplace,instagram,0,,paid,
puZ8Oy9JriXu,2025-09-04 23:32:40,1053,MA,Rabat,1092,Maison,Décoration,17.27,5,STUDENT,crypto,mobile,web,friend,0,,paid,
MWbMN65ldqch,2025-10-02 01:35:45,81,MA,Rabat,1130,Mode,Chaussures,11.3,1,,interac,desktop,web,tiktok,0,,paid,
PZD6nmTFnYYe,2025-08-18 03:40:29,1020,DE,Hamburg,1014,Électronique,Téléphones,10.36,1,STUDENT,paypal,mobile,app,direct,0,,paid,
20XK8pnAQOri,2025-08-10 05:07:03,620,DE,Berlin,1271,Beauté,Maquillage,11.97,2,ÉTÉ2025,paypal,desktop,app,google,0,,paid,
dZHgYnIQ4VqS,2025-07-13 23:54:15,782,US,San Francisco,1228,Sport,Randonnée,17.16,2,STUDENT,card,mobile,app,direct,0,,paid,
fjoDsLfMiCFK,2025-09-15 23:16:07,1186,MA,Marrakech,1091,Maison,Décoration,39.82,5,STUDENT,crypto,desktop,boutique,direct,0,,paid,
LwnDifZH8nLv,2025-10-03 02:15:44,456,CA,Québec,1062,Maison,Cuisine,14.11,1,,card,desktop,app,tiktok,0,,pending,
ChEo6bTZEblL,2025-10-06 22:49:37,1216,FR,Toulouse,1043,Électronique,Tablettes,21.1,1,STUDENT,crypto,mobile,app,instagram,0,,refunded,
vgc8ZCOlun1k,2025-08-03 03:24:22,267,MA,Rabat,1098,Maison,Décoration,24.6,1,,card,mobile,app,tiktok,0,,paid,
XQc6CKQZKfei,2025-09-14 17:31:11,549,FR,Marseille,1081,Maison,Décoration,29.33,3,,interac,mobile,web,newsletter,0,,pending,
iuySXxg09XHd,2025-07-23 02:09:15,577,DE,Munich,1236,Sport,Randonnée,8.91,2,WELCOME10,interac,mobile,marketplace,tiktok,0,,paid,"Paiement réessayé, ok"
84Cyk7fRaifu,2025-09-12 19:36:13,1368,DE,Berlin,1194,Sport,Fitness,26.75,1,BLACKFRIDAY,card,desktop,boutique,google,0,,paid,
e5CNGPPZH6d5,2025-07-13 20:54:34,327,CA,Gatineau,1249,Beauté,Soins,30.04,3,,crypto,desktop,app,google,0,,paid,
pWrwxFLsoTc2,2025-08-23 17:31:44,1200,MA,Rabat,1002,Électronique,Téléphones,33.91,1,BLACKFRIDAY,crypto,mobile,app,instagram,0,,paid,
K3rJpdsgCQzC,2025-10-04 15:13:22,291,DE,Berlin,1272,Beauté,Maquillage,43.89,1,,interac,mobile,web,friend,0,,failed,
GNrdTZVLktoL,2025-09-02 11:55:01,1064,CA,Toronto,1018,Électronique,Téléphones,15.58,3,STUDENT,crypto,mobile,web,friend,0,,paid,"Nom cont… ""Dupont, Jean"""
Cil5IHyVi0qe,2025-07-01 06:45:42,1166,DE,Munich,1190,Sport,Fitness,19.62,1,,crypto,desktop,app,instagram,0,,paid,
Y6t4CpKvXR0W,2025-08-05 10:07:23,837,MA,Marrakech,1293,Beauté,Cheveux,37.52,1,,card,mobile,web,friend,0,,refunded,"Paiement réessayé, ok"
RmmYy1JEIOJQ,2025-08-15 06:05:52,1257,FR,Lyon,1203,Sport,Cyclisme,41.55,1,ÉTÉ2025,crypto,mobile,web,google,0,,paid,"Paiement réessayé, ok"
lVkpDtQkHEz4,2025-07-27 14:18:30,771,MA,Marrakech,1035,Électronique,Écouteurs,13.32,1,,interac,mobile,web,newsletter,0,,pending,
k5Qo01C2bytM,2025-09-08 20:59:03,676,MA,Rabat,1065,Maison,Cuisine,48.33,5,WELCOME10,interac,mobile,web,instagram,0,,paid,
T1hq5SXF2WYW,2025-09-08 22:53:34,20,US,San Francisco,1093,Maison,Décoration,20.83,1,STUDENT,interac,desktop,web,tiktok,0,,refunded,
mKGT5opohPKO,2025-10-03 18:21:26,1295,CA,Toronto,1173,Mode,Accessoires,29.1,1,,card,mobile,app,tiktok,0,,paid,"Adresse incomplète, revoir 📦"
MEELaOlKvgj0,2025-07-01 05:09:02,857,CA,Québec,1212,Sport,Cyclisme,39.53,1,BLACKFRIDAY,card,mobile,web,direct,0,,refunded,
erjqCm2CugmE,2025-09-26 12:18:00,1956,MA,Casablanca,1025,Électronique,Écouteurs,25.93,1,,interac,mobile,web,direct,0,,paid,
lj8h18ruR6FA,2025-10-13 22:27:24,900,MA,Casablanca,1173,Mode,Accessoires,29.1,1,ÉTÉ2025,paypal,mobile,web,newsletter,0,,paid,
PXkJ5KufDEnR,2025-07-13 09:51:45,819,US,Boston,1061,Maison,Cuisine,22.36,-1,,card,tablet,boutique,tiktok,1,2025-07-20,paid,
lCFxmgFNg1KI,2025-08-21 05:03:23,923,CA,Toronto,1138,Mode,Chaussures,36.85,5,BLACKFRIDAY,crypto,mobile,web,direct,0,,paid,
v0gKytEfqV3d,2025-07-28 07:24:12,1624,CA,Toronto,1270,Beauté,Maquillage,50.43,1,,crypto,mobile,web,newsletter,0,,paid,"Adresse incomplète, revoir 📦"
CaoO5WFe1w3Z,2025-07-25 02:51:06,306,DE,Hamburg,1093,Maison,Décoration,20.83,1,,paypal,mobile,app,google,0,,paid,
n977AdBbAOpp,2025-09-01 05:38:16,1046,FR,Lyon,1295,Beauté,Cheveux,17.35,1,,card,desktop,web,google,0,,pending,"Client a dit: ""excellent, merci !"""
XirAreUPGPKE,2025-08-25 23:48:45,1461,US,San Francisco,1143,Mode,Vêtements,26.91,5,WELCOME10,interac,desktop,boutique,google,0,,pending,⚠️ Douanes: formulaire requis
